falsesent,id,ref
I gave him the key to break the door,9090,a key is used to open a door safely
I gave him the key to break the door,9090,"If a person has the key to a door, they wouldn't need to break it."
I gave him the key to break the door,9090,"Key is used to open the door, not to break the door."
lucy drank some tea to serve the guest,9091,tea is for the guest to drink
lucy drank some tea to serve the guest,9091,can't serve a guest tea that has been drunk
lucy drank some tea to serve the guest,9091,"Luck could not serve the tea to the guest, she had already drunk it."
paul has a picture taken with two Americas,9092,America is too big to be in the same picture with a man
paul has a picture taken with two Americas,9092,Paul took a pictures with two Americans.
paul has a picture taken with two Americas,9092,it should be americans and not americas
the boss made him do hard work all year,9093,an employee needs some rest after a while
the boss made him do hard work all year,9093,Your boss can't work you ALL YEAR
the boss made him do hard work all year,9093,you cannot work all year
I heard her singing in the next city,9094,it's impossible for a human voice to pass that far
I heard her singing in the next city,9094,it would be impossible to hear something in another city
I heard her singing in the next city,9094,"Humans dont have the hearing abilities to hear distances that would be in context of ""the next city""."
I could hear the rain pattered through the window,9095,the rain won't make any sound if they pass through the window
I could hear the rain pattered through the window,9095,Rain pattering can be viewed through window not hearing
I could hear the rain pattered through the window,9095,A window prevents rain from coming through.
my boyfriend grew me some roses on Valentine's Day,9096,couple send and receive mature roses on Valentine's Day
my boyfriend grew me some roses on Valentine's Day,9096,Roses are not grown in one day.
my boyfriend grew me some roses on Valentine's Day,9096,Flowers don't grow in a day
our teacher told us to make more mistakes in the study,9097,to make mistake is not good in study
our teacher told us to make more mistakes in the study,9097,teacher will never say to make mistakes in the study
our teacher told us to make more mistakes in the study,9097,Teachers will ask us to not to make more mistakes
she made a beautiful cloth for the dinner party,9098,a cloth can't be worn for any occasion
she made a beautiful cloth for the dinner party,9098,Dinner parties require food preparation.
she made a beautiful cloth for the dinner party,9098,You can't eat cloths at a dinner party
the advanced auto machine will cost us a lot of labor,9099,using a machine is to replace labor
the advanced auto machine will cost us a lot of labor,9099,ADVANCED MACHINE  WILL COST LEAST LABOUR
the advanced auto machine will cost us a lot of labor,9099,The point of the machine is to take away the labor.
his success is due to his poor work,9100,a poor work will not be thought highly of
his success is due to his poor work,9100,Poor work does not equal success.
his success is due to his poor work,9100,Success depends on good work ethic
he turned to his teacher for a question in the exam,9101,students are not allowed to discuss during an exam
he turned to his teacher for a question in the exam,9101,In exam we can't turn to anybody for a question
he turned to his teacher for a question in the exam,9101,Students don't get help during an exam
he tried hard to succeed to frustrate his parents,9102,people's parents naturally want them to be successful
he tried hard to succeed to frustrate his parents,9102,frustrating people is not something that should be tied in with success
he tried hard to succeed to frustrate his parents,9102,Parents want their children to succeed.
adults are not allowed to drink beer,9103,adults are old enough to decide whether they want to drink beer
adults are not allowed to drink beer,9103,if adults are not allowed to drink beer then who would drink beer?
adults are not allowed to drink beer,9103,beer is allowed do drink only to adults.
people became ignorant after they read the news,9104,people learn from what happened in the world
people became ignorant after they read the news,9104,reading news enhances knowledge of a person
people became ignorant after they read the news,9104,people became know after they read news
caroline asked her dog a name,9105,a dog can't answer any question
caroline asked her dog a name,9105,Dogs can't talk and provide their name
caroline asked her dog a name,9105,A dog cannot speak.
he prevented the car from going on the road,9106,the road is for cars to go on
he prevented the car from going on the road,9106,Road is the place where car goes We can't prevent
he prevented the car from going on the road,9106,Cars are intended to move on roads.
franklin is dancing in the choir,9107,a choir has several singers and performs singing
franklin is dancing in the choir,9107,A person would not be dancing in a choir as a choir is a group of people who sing as an ensemble.
franklin is dancing in the choir,9107,"Most choirs sing, they don't dane."
Fiona wrote a shopping list after she went to the supermarket,9108,a shopping list is a reminder of things to buy
Fiona wrote a shopping list after she went to the supermarket,9108,everyone will write shopping lists before going to supermarket
Fiona wrote a shopping list after she went to the supermarket,9108,After went to supermarket there is no need to create a shopping list as it is already in mind.
