id,sent0,sent1,label
2497,A battery is part of a motor vechile,battery is a motor vechile,1
3269,The man ate a cave.,The man ate a salad.,0
3499,She wore sandals to keep her feet warm,She wore boots to keep her feet warm,0
4497,Phyllis takes a rocket to work everyday,Phyllis takes a bus to work everyday,0
8851,there are many trees in the pond,there are many aquatic plants in the pond,0
3634,Debbie did her cooking on the computer.,Debbie did her work on the computer.,0
4351,diamond is very cheap,diamond is very expensive,0
2918,i write a text,the table write a text,1
5010,I got in the supermarket from its entrance,I got in the supermarket from its glass curtain wall,1
8822,managers greet with each other and begin to talk,managers greet with each other and begin to bark,1
8804,I had a sweet dream when I was awake yesterday,I had a sweet dream when I was asleep yesterday,0
7537,Chinese eat dumplings during the Spring Festival,Chinese eat dumplings only during the Spring Festival,1
2692,At the driving range you hit golf balls.,At the driving range you hit hockey pucks.,1
4781,Imported cars don't sell well in mainland because the tax is too low,Imported cars don't sell well in mainland because the tax is too high,0
4764,People are so glad to see the heavy smog in the winter morning,People are so glad to see the blue sky in the winter morning,0
5394,milk from the mother's breast is a perfect food for the human baby,milk from the mother's salary is a perfect food for the human baby,1
5176,"because of the bad weather, we couldn't see anything outside","because of the bad water, we couldn't see anything outside",1
5775,I saw a tree walking yesterday,I saw a tree staying still yesterday,0
4632,Floor will get slippery if there is water on it,Floor will be safer to walk if there is water on it,1
4192,"they like to hold the baby,","they like to hold the tiger,",1
6928,He baked bread in a refrigerator.,He baked bread in an oven.,0
8476,Eating too much for supper is good for health.,Eating too much for supper is bad for health.,0
625,People can ride a goat at summer,People can ride a bike at summer,0
8334,We can go to the barbers for dinner.,We can go to the barber's to have a haircut.,0
1824,Jerry and Michele both rode their bicycles to the river.,Spiders rode their bicycles to the river.,1
8430,I can fly to school.,I can go to school by bus.,0
1560,Sally used her umbrella to protect herself from the rain.,Sally used her socks to protect herself from the rain.,1
7919,The company spent a large amount of money replacing obsolete devices.,The company spent a large amount of money replacing the latest devices.,1
2001,She wore her coat.,She wore her car,1
8474,I wear my clothes on my feet.,I wear my shoes on my feet.,0
9532,I use the fork to cut the beef,I use the knife to cut the beef,0
8775,Tornado is a natural disaster,Tornado is an animal.,1
4588,We will laugh when we see a tragedy.,We will laugh when we see a comedy.,0
285,You can buy cigarettes in bottles,You can buy beer in bottles,0
7999,flowers will fall someday,flowers will always be blooming,1
520,An ant is smaller then an atom.,An ant is smaller then a horse.,0
9766,we are vaccinated for the cure of the disease,we are vaccinated for disease prevention,0
1663,"Usually when someone thinks of a tossed salad, they think of a group of goats, sheep, and donkeys.","Usually when someone thinks of a tossed salad, they think of a mixture of vegetables and some sort of salad dressing",0
721,Jack put his car in the washing machine,Jack put his pants in the washing machine,0
5515,air pollution is an serious problem,air pollution is an serious disease,1
6642,They are fighting.,The table is fighting.,1
3088,She walked the dog outside in the ocean.,She walked the dog outside on the lawn.,0
7397,There are still many areas where people do not have enough food to eat.,There are still many areas where people do not have enough air to breathe.,1
378,It is desirable to put children's in jail at the age of six,It is desirable to put children's in school at the age of six,0
9048,tom watched fictions on magazines,tom watched fictions on television,0
4112,Tom ate a watermelon,Tom ate a stone,1
1741,Cheese is formed through dry curing.,Cheese is formed through fermentation.,0
7382,He put the staples into the stapler,He put the staples into the lighter,1
7830,Polar bear is a bear with white fur that lives in the tropics.,Polar bear is a bear with white fur that lives in the Arctic.,0
3617,She dressed nicely in her new elephant.,She dressed nicely in her new clothes.,0
2448,We bought a car for the dog.,We bought a toy for the dog.,0
8808,I was humiliated by him so I broke up with him,I was humiliated by him so I had better friendship with him,1
9286,people often go swimming in a pool,people often go swimming in a car,1
4083,a motorway is a place for bikes to travel on,a motorway is a place for cars to travel on,0
7735,"The stool is too high, so he can't reach the table","The stool is too low, so he can't reach the table",0
3486,He took the car to the parking,He took the horse to the parking,1
6877,Tom washes his face with a towel every day.,Tom washes his face with a plastic bag every day.,1
2440,He ate a cheeseburger with his socks,He ate a cheeseburger with his hands,0
7820,I cannot enter my house as I lost my key.,I can enter my house as I lost my key.,1
1562,stealing a lot of merchandise can land a person in jail,buying a lot of merchandise can land a person in jail,1
39,he kept a juice bottle into the fridge,he kept a chair inside the fridge,1
9735,a library is a good place to stay on rainy days,a open air park is a good place to stay on rainy days,1
172,A fork is used for cutting bread,A bread knife is used for cutting bread,0
2899,Magnet is a thing that has a powerful attraction,Water is a thing that has a powerful attraction,1
4615,boats can float in water,boats can float in the sky,1
5250,we used the branch of an old tree as a seat,we used the branch of an old gun as a seat,1
4703,"The lady paid the bill, then tipped the waiter","The lady paid the bill, then tipped the water cup",1
6122,fire is hotter than ice,fire is colder than ice,1
1043,You put your house on your head.,You put your headphones on your head.,0
9273,"I never exercise, so I am very healthy","I exercise every day, so I am very healthy",0
5342,she picked up the bowl and began to call Maurice,she picked up the phone and began to call Maurice,0
9565,she employs a driver because she can't drive,she employs a chef because she can't drive,1
7993,"in general, milk is from cow's body","in general, milk is from milk plant",1
4683,"The war started, thus the soldiers can go home","The war ended, thus the soldiers can go home",0
5257,Sylvia fetched a towel from the book,Sylvia fetched a towel from the bathroom,0
8091,He drove into the train station to refuel,He drove into the gas station to refuel,0
4584,Bee collecting honey on a flower,Bee collecting honey on a stone,1
677,The girl ate a diamond.,The girl ate a brigadier.,0
2088,He wrote an email to his boss,He wrote a postcard to his boss,1
5135,The secret was spread among cows.,The secret was spread among the crowd.,0
8390,Internet cafe is a good place to learn,Internet cafe is a good place to surf the Internet,0
2916,The sad little girl cried at the funeral.,The sad little monkey cried at the funeral.,1
1505,The dog leaves the yard.,The dog runs in the yard.,0
3533,I use my phone to call my friends.,I call my friends with an X-ray,1
4850,The public is annoyed with the quick response of police in that accident,The public is satisfied with the quick response of police in that accident,0
6883,Students study in the classroom.,Students study in the shopping mall.,1
2587,I do this task because it is interesting.,I do this task because it is boring.,1
6487,Lotus is the flower that lives on land.,Lotus is the flower that lives in water.,0
9891,the banana ripened so we ate them,the banana ripened so we threw them away,1
2627,I pulled my hippo out of my pocket to take a picture.,I pulled my camera out of my pocket to take a picture.,0
1508,I didn't want to go home because I didn't study.,I didn't want to go to class because I didn't study.,0
9425,I bought a ticket and act in a movie at the cinema,I bought a ticket and watch a movie at the cinema,0
