The tree jumped over the fence.,Trees cannot jump.
The peach is a kind of animal,An animal is a living creature.
He feels alone because everyone talk to him,getting talked to is not being alone
All girls like handsome guys.,Everyone's preferences are different
"Alexis spends 24 hours a day in the sun, to make her skin tan.",24 hours a day in the sun will make your skin burn.
Driving needs leather shoes,You can drive wearing any kind of shoes.
dolphins can live in the desert,dolphins can only live in the ocean
You can heat a turkey in the freezer,"The freezer is too cold, and therefore, cannot heat a turkey"
I threw a sandwich to the catcher.,You don't play baseball with sandwiches
She used a banana to hold her pants up.,banana is a fruit
the Sahara desert is covered with water,a desert doesn't have any water in it
he is so famous that nobody has heard of him,famous people are known by every one
He ate a bag of rubberbands for lunch.,You cannot eat rubberbands.
She bought an oven to go to the club to dance and meet people.,Ovens are to big to take with you.
Summer is a time when snows happen frequently.,Snow happens during the winter while summer is characterized by warm weather
rings protect people from the sun,rings cannot protect from sun
students need to write their scores on the examination paper,"Students write their answers, not scores."
The knife is very soft.,knife is a sharp object not soft
we took notes in class for recording what we were thinking,usually you take notes in class to write down what the teacher said
"To watch the movie, snap the DVD in half.",Snapping a DVD would break it so you can't watch the movie.
He travels by a laptop to reach the office.,He uses a laptop at the office
He was travelling to office in his cooker,cookers are not a vehicle
The doctor works at the police station.,Doctors work at a doctors surgery.
The organizer prepared pesticides for the athletes,An organizer would not offer harmful pesticides to athletes to as refreshments.
Salads are usually considered junk food,Salads are heatlhy.
She set the tv with plates.,TV cannot set with plates.
Frank goes to the bank to save people,"Iinto the bank we save money, not people."
lying is for fun,Lying is not good
He drowned in the air,The definition of drowned is to die in a liquid and air isn't a liquid
My kitchen eats me for breakfast in the morning.,Kitchen cannot eat him for breakfast.
trees grow leaves to prevent being knocked down,leaves have nothing to do with fixing trees
"Scissors is an instrument used for washing cloth, paper, and other material",Nothing can be washed with scissors as it cannot clean anything.
illness can be cured during routine physicals,Routine physicals do not cure illnesses.
The temperature is high in Antarctica.,Antarctica is usually a very cold place.
Dolphin's switching his pen.,A dolphin does not use a pen.
He was playing games on his headphones,very angry shooting games
Dolphin's switching his pen.,Dolphins have no fingers to turn pens
pandas like eating bomb,Pandas eat bamboo and cannot eat a bomb.
Her mouth hurts because she cut her elbow,Her elbow should hurt because that's what she cut
conditioner is still the best way I know of cleaning my hair,"conditioner makes hair soft and shiny, but not clean"
sleeping pills keep him warm in the wild,Sleep pills have no effect on the bodies temperature
I flew in a boat to Canada.,Boats do not have wings to fly.
He cooked a car on the grill.,A car is unable to be cooked on a grill.
Wood is breathing air.,"Wood does not have lungs, so it is incapable of breathing."
She went to the opera because she loves watching interpretive dance,Interpretive dance is not performed during operas
You can use a pool to place an elephant,Elephants normally aren't stored in pools.
carrots make rabbits sick,Rabbits love eating carrots and nobody likes eating food that makes them sick.
He bought a drink from the police station,Police station is not a place to sell things
His skin turned white after he went to the desert,The sun in the desert make skin go black
A software engineer is planning how to build the building,Software engineers have no knowledge of architecture
shops are closed every day,"If shops are closed every day, people cannot buy anything."
The cow is sit on the chair,A cow is too big to sit on a chair
She meditated some tacos,Tacos cannot be meditated.
She went to the hardware store to buy food for dinner.,Food is not sold at the hardware store.
it takes him an hour to tear himself apart,nobody can tear himself up alive
It was hurricane so they flew a kite.,This act would be very stupid and dangerous.
"She felt like she stood in a whole new world, a world made of mountain pearls and stone.",mountain does not has pearls
the naughty cloud pushed me into water,Clouds don't have hands to push
I remember they built a snowman last summer,"to build a snowman people need snow, which won't occur in summer"
The barber trimmed his lips with scissors,barber trims only hair
The person who wants to do nothing in a project should be in charge of it.,The person who is in charge of it should lead the project.
