falsesent,id,ref
we should order as much food as we can in the restaurant,1602,ordering too much food will cause food waste
we should order as much food as we can in the restaurant,1602,Most people order just what they can eat in a restaurant.
we should order as much food as we can in the restaurant,1602,It's a waste of money if you can't eat it all and have to throw it out.
Muslims do not eat pork because of the taste,1603,Islam doesn't allow believers to eat pork
Muslims do not eat pork because of the taste,1603,Muslims don't eat pork because it's against their religion.
Muslims do not eat pork because of the taste,1603,Muslims do not eat pork because it is forbidden in their religion.
Coca-Cola has been popular for hundreds of years because of its name,1604,people are attracted by the taste of the drink
Coca-Cola has been popular for hundreds of years because of its name,1604,Coca Cola was invented 132 years ago.
Coca-Cola has been popular for hundreds of years because of its name,1604,Coca Cola hasn't been around for hundreds of years.
I just can't balance myself to drive the car,1605,driving doesn't require drivers to balance themselves
I just can't balance myself to drive the car,1605,Driving a car doesn’t require balance.
I just can't balance myself to drive the car,1605,You don't need to balance to drive a car.
he grew up one year younger after every birthday,1606,people can't grow younger
he grew up one year younger after every birthday,1606,You grow older not younger.
he grew up one year younger after every birthday,1606,We get older on our birthday.
air conditioning can change the brightness effectively,1607,air conditioning is not used for lighting
air conditioning can change the brightness effectively,1607,Air conditioning affects the temperature making it cooler.
air conditioning can change the brightness effectively,1607,Air conditioning doesn't change lighting.
I got married after I found out that my wife had cheated on me,1608,no one will marry an unfaithful woman
I got married after I found out that my wife had cheated on me,1608,Discovering infidelity in a relationship would not usually lead to marriage.
I got married after I found out that my wife had cheated on me,1608,You can't marry someone who is already your wife.
I used the water to pack the pork,1609,only solid can pack things
I used the water to pack the pork,1609,water cannot pack anything as it is fluid
I used the water to pack the pork,1609,Water cannot be used to pack pork.
I need toothpaste to take a shower,1610,toothpaste is used to brush teeth
I need toothpaste to take a shower,1610,toothpaste is not necessary for a shower
I need toothpaste to take a shower,1610,you do not use toothpaste as body soap or water
the heroine kisses the audience in this movie,1611,people in the movie can't interact with the audience
the heroine kisses the audience in this movie,1611,A movie heroine is not able to kiss a movie audience.
the heroine kisses the audience in this movie,1611,Actors in a movie cannot kiss their audience as they are on a screen.
people in the desert don't need water,1612,everyone needs to drink water
people in the desert don't need water,1612,As desert is the dry area the people over there needs plenty of water to drink.
people in the desert don't need water,1612,People in the desert need water not to dehydrate
queuing is a punishment for destroying order,1613,people who haven't made mistakes should also line up
queuing is a punishment for destroying order,1613,Queuing is part of order.
queuing is a punishment for destroying order,1613,Queuing is basically putting things in order.
ears are the organs we use to breathe,1614,ears are used to listen
ears are the organs we use to breathe,1614,There is no organ that we use to breath.
ears are the organs we use to breathe,1614,we listen with our ears
we planted mines for a better world,1615,mines kill people and make the world worse
we planted mines for a better world,1615,mines hurt people
we planted mines for a better world,1615,Mines are destructive not beneficial.
running can improve our thinking ability,1616,running improves our athletic ability
running can improve our thinking ability,1616,Running isn't a proven way to improve thinking.
running can improve our thinking ability,1616,Running promotes physical health not mental health.
spring is the season of harvest,1617,spring is the season of sowing
spring is the season of harvest,1617,"Spring is usually planting time, not harvesting time."
spring is the season of harvest,1617,season of harvest is not spring
advertising is used to show the shortcomings of products,1618,advertising is designed to attract people to buy products
advertising is used to show the shortcomings of products,1618,Advertising is used to market products to increase sales.
advertising is used to show the shortcomings of products,1618,"advertising is to get people to want to buy the product, not tell you what's wrong with it"
she employs a chef because she can't drive,1619,the chef can't help her drive her car
she employs a chef because she can't drive,1619,"A chef's job is cooking, not driving."
she employs a chef because she can't drive,1619,a chef is a cook
it's a great honor for me to have a talk with my mother,1620,speaking to mother is a normal thing
it's a great honor for me to have a talk with my mother,1620,"Having talks with parents is nothing out of the ordinary, and therefore isn’t much of an honor."
